date,anomaly_c,z
1979-05,0.309000,
1979-06,0.315065,
1979-07,0.320935,
1979-08,0.327000,
1979-09,0.270000,
1979-10,0.314000,
1979-11,0.295000,
1979-12,0.406000,
1980-01,0.330000,
1980-02,0.315000,
1980-03,0.379000,
1980-04,0.420000,
1980-05,0.375000,
1980-06,0.332880,
1980-07,0.292120,
1980-08,0.250000,
1980-09,0.177000,
1980-10,0.184377,
1980-11,0.192000,
1980-12,0.256000,
1981-01,0.280000,
1981-02,0.435000,
1981-03,0.360000,
1981-04,0.491000,
1981-05,0.332000,
1981-06,0.391000,
1981-07,0.278000,
1981-08,0.490000,
1981-09,0.209000,
1981-10,0.320000,
1981-11,0.357000,
1981-12,0.359000,
1982-01,0.337000,
1982-02,0.368000,
1982-03,0.401000,
1982-04,0.394000,
1982-05,0.475639,
1982-06,0.560000,
1982-07,0.315000,
1982-08,0.226000,
1982-09,0.236109,
1982-10,0.245891,
1982-11,0.256000,
1982-12,0.471000,
1983-01,0.409500,
1983-02,0.348000,
1983-03,0.458000,
1983-04,0.550000,
1983-05,0.384000,
1983-06,0.381000,
1983-07,0.327000,
1983-08,0.304000,
1983-09,0.281000,
1983-10,0.309033,
1983-11,0.338000,
1983-12,0.290000,
1984-01,0.400000,
1984-02,0.280000,
1984-03,0.450000,
1984-04,0.501000,
1984-05,0.270000,
1984-06,0.442000,
1984-07,0.486000,
1984-08,0.268000,
1984-09,0.481000,
1984-10,0.375000,
1984-11,0.290000,
1984-12,0.365000,
1985-01,0.440000,
1985-02,0.428000,
1985-03,0.484000,
1985-04,0.375000,
1985-05,0.457000,
1985-06,0.310000,
1985-07,0.394000,
1985-08,0.307000,
1985-09,0.300000,
1985-10,0.455000,
1985-11,0.452000,
1985-12,0.387000,
1986-01,0.320000,
1986-02,0.411000,
1986-03,0.550000,
1986-04,0.475000,
1986-05,0.644000,
1986-06,0.470000,
1986-07,0.421000,
1986-08,0.369000,
1986-09,0.387000,
1986-10,0.359000,
1986-11,0.435000,
1986-12,0.475000,
1987-01,0.362000,
1987-02,0.344000,
1987-03,0.320000,
1987-04,0.519000,
1987-05,0.384000,
1987-06,0.280000,
1987-07,0.460000,
1987-08,0.607000,
1987-09,0.390000,
1987-10,0.452000,
1987-11,0.400000,
1987-12,0.454098,
1988-01,0.510000,
1988-02,0.442000,
1988-03,0.506000,
1988-04,0.518000,
1988-05,0.434000,
1988-06,0.549000,
1988-07,0.432000,
1988-08,0.362000,
1988-09,0.448000,
1988-10,0.328000,
1988-11,0.410000,
1988-12,0.427000,
1989-01,0.540000,
1989-02,0.517407,
1989-03,0.497000,
1989-04,0.570000,
1989-05,0.610000,
1989-06,0.529000,
1989-07,0.462000,
1989-08,0.398500,
1989-09,0.335000,
1989-10,0.390000,
1989-11,0.374000,
1989-12,0.427000,
1990-01,0.470000,
1990-02,0.537000,
1990-03,0.508000,
1990-04,0.561000,
1990-05,0.521000,
1990-06,0.341000,
1990-07,0.340022,
1990-08,0.339011,
1990-09,0.338000,
1990-10,0.477000,
1990-11,0.516131,
1990-12,0.554000,
1991-01,0.465000,
1991-02,0.628000,
1991-03,0.540000,
1991-04,0.509000,
1991-05,0.482000,
1991-06,0.394082,
1991-07,0.309000,
1991-08,0.330000,
1991-09,0.312000,
1991-10,0.294000,
1991-11,0.336000,
1991-12,0.416000,
1992-01,0.370000,
1992-02,0.204000,
1992-03,0.138000,
1992-04,0.425000,
1992-05,0.236000,
1992-06,0.310000,
1992-07,0.309022,
1992-08,0.308011,
1992-09,0.307000,
1992-10,0.319000,
1992-11,0.220000,
1992-12,0.078000,
1993-01,0.468000,
1993-02,0.569000,
1993-03,0.439000,
1993-04,0.580000,
1993-05,0.584426,
1993-06,0.589000,
1993-07,0.528000,
1993-08,0.417000,
1993-09,0.574000,
1993-10,0.460000,
1993-11,0.442213,
1993-12,0.425000,
1994-01,0.491000,
1994-02,0.481000,
1994-03,0.558000,
1994-04,0.717000,
1994-05,0.464000,
1994-06,0.428000,
1994-07,0.651000,
1994-08,0.490000,
1994-09,0.439000,
1994-10,0.442443,
1994-11,0.446000,
1994-12,0.660000,
1995-01,0.595000,
1995-02,0.528000,
1995-03,0.759000,
1995-04,0.546000,
1995-05,0.648000,
1995-06,0.650033,
1995-07,0.652000,
1995-08,0.649000,
1995-09,0.509000,
1995-10,0.441000,
1995-11,0.546000,
1995-12,0.475000,
1996-01,0.716000,
1996-02,0.641083,
1996-03,0.571000,
1996-04,0.620000,
1996-05,0.495000,
1996-06,0.508000,
1996-07,0.658000,
1996-08,0.486000,
1996-09,0.523098,
1996-10,0.559000,
1996-11,0.619000,
1996-12,0.601000,
1997-01,0.649000,
1997-02,0.571237,
1997-03,0.501000,
1997-04,0.740000,
1997-05,0.592000,
1997-06,0.580000,
1997-07,0.680000,
1997-08,0.597000,
1997-09,0.572000,
1997-10,0.704000,
1997-11,0.487000,
1997-12,0.632000,
1998-01,0.789000,
1998-02,0.832000,
1998-03,0.952000,
1998-04,0.878000,
1998-05,0.875000,
1998-06,0.901000,
1998-07,0.762000,
1998-08,0.714500,
1998-09,0.667000,
1998-10,0.588000,
1998-11,0.917000,
1998-12,0.684000,
1999-01,0.581000,
1999-02,0.627844,
1999-03,0.670156,
1999-04,0.717000,
1999-05,0.715000,
1999-06,0.580000,
1999-07,0.592000,
1999-08,0.605000,
1999-09,0.647180,
1999-10,0.688000,
1999-11,0.607000,
1999-12,0.646000,
2000-01,0.666000,
2000-02,0.730000,
2000-03,0.670000,
2000-04,0.560000,
2000-05,0.690000,
2000-06,0.592000,
2000-07,0.578000,
2000-08,0.640000,
2000-09,0.678000,
2000-10,0.576000,
2000-11,0.606000,
2000-12,0.737000,
2001-01,0.799500,
2001-02,0.862000,
2001-03,0.718000,
2001-04,0.727148,
2001-05,0.736000,
2001-06,0.689000,
2001-07,0.738000,
2001-08,0.665000,
2001-09,0.580000,
2001-10,0.490000,
2001-11,0.519475,
2001-12,0.548000,
2002-01,0.596000,
2002-02,0.715000,
2002-03,0.720695,
2002-04,0.727000,
2002-05,0.594000,
2002-06,0.709000,
2002-07,0.745000,
2002-08,0.577000,
2002-09,0.598000,
2002-10,0.604000,
2002-11,0.548000,
2002-12,0.682000,
2003-01,0.647000,
2003-02,0.716000,
2003-03,0.631000,
2003-04,0.675000,
2003-05,0.762000,
2003-06,0.658000,
2003-07,0.802000,
2003-08,0.608000,
2003-09,0.641000,
2003-10,0.692000,
2003-11,0.512000,
2003-12,0.504000,
2004-01,0.549000,
2004-02,0.798000,
2004-03,0.670000,
2004-04,0.672033,
2004-05,0.674000,
2004-06,0.717000,
2004-07,0.765197,
2004-08,0.815000,
2004-09,0.802000,
2004-10,0.762656,
2004-11,0.722000,
2004-12,0.707000,
2005-01,0.748000,
2005-02,0.668000,
2005-03,0.666000,
2005-04,0.739000,
2005-05,0.720000,
2005-06,0.680000,
2005-07,0.748000,
2005-08,0.745000,
2005-09,0.755164,
2005-10,0.765000,
2005-11,0.560000,
2005-12,0.658000,
2006-01,0.640000,
2006-02,0.577000,
2006-03,0.739000,
2006-04,0.744000,
2006-05,0.762689,
2006-06,0.782000,
2006-07,0.806590,
2006-08,0.832000,
2006-09,0.764000,
2006-10,0.707000,
2006-11,0.658721,
2006-12,0.612000,
2007-01,0.685000,
2007-02,0.803746,
2007-03,0.911000,
2007-04,0.892000,
2007-05,0.775934,
2007-06,0.656000,
2007-07,0.730000,
2007-08,0.556000,
2007-09,0.707000,
2007-10,0.664000,
2007-11,0.646000,
2007-12,0.575000,
2008-01,0.770000,
2008-02,0.710000,
2008-03,0.681000,
2008-04,0.550000,
2008-05,0.775000,
2008-06,0.902000,
2008-07,0.869000,
2008-08,0.676000,
2008-09,0.647000,
2008-10,0.727000,
2008-11,0.618000,
2008-12,0.741000,
2009-01,0.805000,
2009-02,0.868000,
2009-03,0.781000,
2009-04,0.750508,
2009-05,0.721000,
2009-06,0.708000,
2009-07,0.731607,
2009-08,0.756000,
2009-09,0.780000,
2009-10,0.640000,
2009-11,0.832000,
2009-12,0.710000,
2010-01,0.756000,
2010-02,0.724000,
2010-03,0.610000,
2010-04,0.739590,
2010-05,0.865000,
2010-06,0.767000,
2010-07,0.771000,
2010-08,0.780000,
2010-09,0.599000,
2010-10,0.677000,
2010-11,0.790000,
2010-12,0.646000,
2011-01,0.796000,
2011-02,0.690000,
2011-03,0.856000,
2011-04,0.820000,
2011-05,0.691000,
2011-06,0.897000,
2011-07,0.721000,
2011-08,0.691000,
2011-09,0.755000,
2011-10,0.825000,
2011-11,0.660000,
2011-12,0.766000,
2012-01,0.821000,
2012-02,0.834433,
2012-03,0.847000,
2012-04,0.811000,
2012-05,0.769000,
2012-06,0.738000,
2012-07,0.708000,
2012-08,0.537000,
2012-09,0.788000,
2012-10,0.820000,
2012-11,0.567000,
2012-12,0.695000,
2013-01,0.851000,
2013-02,0.992000,
2013-03,0.849000,
2013-04,0.797000,
2013-05,0.835000,
2013-06,0.940000,
2013-07,0.757000,
2013-08,0.721000,
2013-09,0.729000,
2013-10,0.686000,
2013-11,0.780000,
2013-12,0.920000,
2014-01,0.842000,
2014-02,0.822000,
2014-03,0.838000,
2014-04,0.887295,
2014-05,0.935000,
2014-06,0.841000,
2014-07,0.809000,
2014-08,1.055000,
2014-09,0.806000,
2014-10,0.717000,
2014-11,0.751000,
2014-12,0.896000,
2015-01,0.840000,
2015-02,0.742000,
2015-03,0.950000,
2015-04,0.831000,
2015-05,1.028000,
2015-06,0.948000,
2015-07,0.802000,
2015-08,0.916000,
2015-09,0.802000,
2015-10,0.860000,
2015-11,0.838000,
2015-12,0.751000,
2016-01,0.944000,
2016-02,0.980167,
2016-03,1.014000,
2016-04,1.016000,
2016-05,0.967000,
2016-06,1.060000,
2016-07,1.167000,
2016-08,0.890000,
2016-09,0.960000,
2016-10,0.958525,
2016-11,0.957000,
2016-12,0.867492,
2017-01,0.775000,
2017-02,0.920000,
2017-03,0.890000,
2017-04,0.945902,
2017-05,1.000000,
2017-06,0.955859,
2017-07,0.913141,
2017-08,0.869000,
2017-09,0.829869,
2017-10,0.792000,
2017-11,0.855000,
2017-12,0.824000,
2018-01,0.887000,
2018-02,0.861780,
2018-03,0.839000,
2018-04,1.019000,
2018-05,1.028000,
2018-06,0.896000,
2018-07,0.712000,
2018-08,0.809000,
2018-09,0.944000,
2018-10,0.830000,
2018-11,0.760000,
2018-12,0.822000,
2019-01,0.956000,
2019-02,0.958000,
2019-03,0.915000,
2019-04,0.910000,
2019-05,0.905000,
2019-06,0.846000,
2019-07,1.025000,
2019-08,0.846000,
2019-09,0.952000,
2019-10,0.971000,
2019-11,0.905443,
2019-12,0.842000,
2020-01,0.935000,
2020-02,0.927000,
2020-03,0.876000,
2020-04,0.980000,
2020-05,0.857000,
2020-06,1.029000,
2020-07,0.870000,
2020-08,0.900000,
2020-09,0.869508,
2020-10,0.840000,
2020-11,0.919000,
2020-12,0.850000,
2021-01,0.987000,
2021-02,0.836000,
2021-03,0.970000,
2021-04,1.126000,
2021-05,0.886000,
2021-06,0.894000,
2021-07,0.904328,
2021-08,0.915000,
2021-09,0.912000,
2021-10,0.918000,
2021-11,0.937000,
2021-12,0.995000,
2022-01,0.965000,
2022-02,0.939000,
2022-03,1.032000,
2022-04,1.138000,
2022-05,0.970000,
2022-06,0.885000,
2022-07,1.028000,
2022-08,0.906000,
2022-09,0.933951,
2022-10,0.961000,
2022-11,0.858000,
2022-12,0.910000,
2023-01,1.150000,
2023-02,1.191508,
2023-03,1.229000,
2023-04,1.145000,
2023-05,1.216000,
2023-06,1.137000,
2023-07,1.190000,
2023-08,1.159000,
2023-09,1.018000,
2023-10,1.174000,
2023-11,1.052000,
2023-12,1.179000,
2024-01,1.190000,
2024-02,1.334000,
2024-03,1.189000,
2024-04,1.187000,
2024-05,1.208000,
2024-06,1.168000,
2024-07,1.232000,
2024-08,1.136000,
2024-09,1.040000,
2024-10,1.036000,
2024-11,1.206000,
2024-12,1.088459,
2025-01,0.967000,
2025-02,0.988000,
2025-03,1.027000,
2025-04,1.122000,
2025-05,0.949000,
2025-06,1.026000,
2025-07,1.061000,
2025-08,0.999000,
2025-09,1.007639,
2025-10,1.016000,
2025-11,0.985000,
2025-12,1.004000,
